Census Tract,County,Housing Units Count,Occupied,Owner occupied,Renter occupied,Vacant,For rent,"Rented, not occupied",For sale only,"Sold, not occupied","For seasonal, recreational, or occasional use",For migrant workers,Other Vacant,$100 or less (contract),$100 to $149 (contract),$150 to $199 (contract),$200 to $249 (contract),$250 to $299 (contract),$300 to $349 (contract),$350 to $399 (contract),$400 to $449 (contract),$450 to $499 (contract),$500 to $549 (contract),$550 to $599 (contract),$600 to $649 (contract),$650 to $699 (contract),$700 to $749 (contract),$750 to $799 (contract),$800 to $899 (contract),$900 to $999 (contract),"$1,000 to $1,249 (contract)","$1,250 to $1,499 (contract)","$1,500 to $1,999 (contract)","$2,000 to $2,499 (contract)","$2,500 to $2,999 (contract)","$3,000 to $3,499 (contract)","$3,500 or more (contract)",No cash rent (contract),$100 or less (gross),$100 to $149 (gross),$150 to $199 (gross),$200 to $249 (gross),$250 to $299 (gross),$300 to $349 (gross),$350 to $399 (gross),$400 to $449 (gross),$450 to $499 (gross),$500 to $549 (gross),$550 to $599 (gross),$600 to $649 (gross),$650 to $699 (gross),$700 to $749 (gross),$750 to $799 (gross),$800 to $899 (gross),$900 to $999 (gross),"$1,000 to $1,249 (gross)","$1,250 to $1,499 (gross)","$1,500 to $1,999 (gross)","$2,000 to $2,499 (gross)","$2,500 to $2,999 (gross)","$3,000 to $3,499 (gross)","$3,500 or more (gross)",No cash gross rent (gross),10.0 percent or less,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed
12086015102,Miami-Dade County,863,863,826,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,0,0,0,0,0,30,0,7,0,0,0,0,0
12086015103,Miami-Dade County,996,966,685,281,30,17,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,65,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,112,46,0,96,13,0,0,73,0,0,0,47,52
12086015201,Miami-Dade County,959,952,601,351,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,4,189,47,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,21,219,8,0,42,0,0,69,21,85,25,0,28,81,42
12086015202,Miami-Dade County,1226,1226,783,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,160,164,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,71,106,51,0,0,31,147,9,0,0,18,30,67,141,0
12086015300,Miami-Dade County,1945,1932,1610,322,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,160,54,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,132,82,34,0,0,0,35,11,64,58,42,15,97,0
12086015400,Miami-Dade County,1798,1738,1615,123,60,0,0,39,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,57,23,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,80,0,0,33,0,0,33,0,0,0,23,0,10,57,0
12086015501,Miami-Dade County,979,957,866,91,22,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,0,0,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,6,41,0,0,0,0,0,0,6,11,33,41
12086015502,Miami-Dade County,985,951,786,165,34,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,86,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,86,0,0,33,0,0,0,28,24,0,0,0,80,33
12086015600,Miami-Dade County,1709,1625,1211,414,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,69,157,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,109,254,26,0,0,0,12,0,49,2,100,3,58,29,136,25
12086015700,Miami-Dade County,725,671,548,123,54,40,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,13,15,0,0,54,28,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,13,0,15,0,54,28,0,0,0,10,7,13,0,0,65,28
12086015800,Miami-Dade County,1649,1649,1149,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,79,253,0,17,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,264,68,0,17,0,91,0,28,4,20,49,89,47,51,121,91
12086015900,Miami-Dade County,1096,1096,837,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,80,78,34,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,78,113,0,34,0,23,0,0,35,0,8,115,12,21,45,23
12086016000,Miami-Dade County,1651,1611,1235,376,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,102,195,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,221,116,0,0,0,0,9,0,100,17,14,81,12,4,139,0
12086016100,Miami-Dade County,1545,1516,1427,89,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,67,0,0,0,0,12,0,10,35,0,0,0,32,0
12086016200,Miami-Dade County,1186,1123,1018,105,63,36,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,35,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,8,49,0,0,0,0,0,0,0,7,0,17,37,44,0
12086016300,Miami-Dade County,1536,1485,1378,107,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,24,55,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,56,34,8,0,0,0,34,14,11,0,25,15,8
12086016401,Miami-Dade County,1461,1440,1312,128,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,83,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,32,0,0,0,0,26,0,9,0,32,0,61,0
12086016402,Miami-Dade County,655,655,597,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,12,0,0,0,0,12,0,0,0,0,5,41,0
12086016501,Miami-Dade County,939,939,760,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,66,0,0,25,0,0,0,58,8,0,0,0,0,113
12086016502,Miami-Dade County,1502,1502,1236,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,207,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,49,34,0,0,0,0,72,0,60,0,0,23,111,0
12086016600,Miami-Dade County,1417,1399,1238,161,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,73,41,12,0,0,0,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,112,0,12,0,0,27,0,0,0,72,2,0,12,7,8,60
12086016700,Miami-Dade County,1376,1354,1046,308,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,89,154,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,62,39,154,21,0,8,0,0,41,41,33,109,29,38,9,8
12086016800,Miami-Dade County,1268,1210,973,237,58,23,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,191,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,126,97,0,0,0,0,0,0,14,5,32,10,32,103,41,0
12086016900,Miami-Dade County,1841,1803,1107,696,38,0,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,71,40,437,28,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,90,387,99,0,0,0,87,0,12,41,107,23,15,35,114,262,87
12086017000,Miami-Dade County,1945,1846,1244,602,99,0,0,48,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,116,343,56,43,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,321,160,29,14,0,33,0,68,36,72,22,51,21,162,137,33
12086017101,Miami-Dade County,1483,1483,799,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,16,113,143,276,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,16,156,262,173,0,0,0,0,0,42,45,43,62,43,16,74,263,96
12086017102,Miami-Dade County,918,898,494,404,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,177,98,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,17,226,87,0,0,0,0,0,95,0,89,12,0,32,51,106,19
12086017200,Miami-Dade County,1326,1300,1066,234,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,66,20,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,66,0,20,130,0,0,58,0,0,20,0,8,18,130
12086017300,Miami-Dade County,1680,1628,876,752,52,52,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,28,11,39,324,315,24,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,28,42,50,576,45,0,0,0,0,0,0,47,124,29,0,52,25,427,48
12086017401,Miami-Dade County,470,453,411,42,17,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,0,0,0,0,0,32,0,0,0,10,0,0
12086017402,Miami-Dade County,2029,1924,1002,922,105,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,161,372,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,372,56,0,0,0,0,0,35,169,179,171,56,24,0,288,0
12086017500,Miami-Dade County,1443,1372,322,1050,71,23,28,20,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,57,95,250,114,96,300,82,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,29,123,364,72,324,82,0,0,0,0,44,77,92,47,81,82,7,113,507,0
12086017600,Miami-Dade County,2707,2565,795,1770,142,67,21,54,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,94,272,886,240,0,0,0,190,0,0,0,30,0,0,58,0,0,0,0,0,0,0,0,0,0,21,194,823,441,13,0,0,190,58,81,210,151,74,35,143,243,585,190
12086017700,Miami-Dade County,1665,1600,671,929,65,19,17,0,29,0,0,0,0,24,0,0,0,0,0,0,0,19,19,12,0,0,0,68,0,194,156,302,61,0,0,0,74,0,0,24,0,0,0,0,0,0,0,0,28,10,0,0,12,68,149,119,361,70,14,0,0,74,0,58,143,81,99,59,60,154,181,94
12086017800,Miami-Dade County,2238,2167,667,1500,71,30,0,0,0,0,0,41,0,0,0,0,10,0,0,0,0,0,0,0,0,0,88,0,108,181,487,626,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,45,23,166,364,778,114,0,0,0,0,0,134,15,176,175,178,28,238,520,36
12086017901,Miami-Dade County,1205,1182,1057,125,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,71,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,28,43,0,0,33,0,0,11,0,0,0,0,18,63,33
12086017902,Miami-Dade County,1381,1367,1321,46,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,10,0,0,0,0,0,0,36,0
12086018001,Miami-Dade County,569,524,517,7,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0
12086018002,Miami-Dade County,807,804,620,184,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,90,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,112,55,0,0,0,0,0,84,0,0,0,0,55,23,22
12086018003,Miami-Dade County,2519,2467,1170,1297,52,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,603,620,43,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,413,648,162,43,16,0,21,64,97,30,116,271,134,357,207,0
12086018100,Miami-Dade County,1744,1744,1115,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,68,336,70,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,100,334,104,36,0,0,31,0,14,44,90,9,10,0,122,309,31
12086018200,Miami-Dade County,844,836,517,319,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,227,29,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,223,19,29,0,0,5,0,0,25,38,28,36,18,41,123,10
12086018300,Miami-Dade County,1380,1352,990,362,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,134,146,0,8,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,122,108,70,8,11,16,0,45,7,8,0,20,36,72,158,16
12086018400,Miami-Dade County,1682,1542,677,865,140,49,0,21,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,176,493,124,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,82,599,115,34,0,0,13,8,0,33,85,95,147,37,179,242,39
12086018500,Miami-Dade County,1818,1799,744,1055,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,588,298,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,571,380,78,7,0,0,33,52,100,73,122,79,22,106,409,59
12086018601,Miami-Dade County,1262,1262,799,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,196,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,185,216,0,0,0,0,0,0,0,77,0,95,0,291,0
12086018602,Miami-Dade County,1287,1190,770,420,97,0,0,27,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,49,231,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,247,43,73,50,0,0,0,0,24,12,65,93,0,149,77,0
12086018700,Miami-Dade County,1278,1278,1143,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,18,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,0,0,27,0,0,0,0,0,0,0,26,82,27
12086018801,Miami-Dade County,829,789,577,212,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,98,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,115,32,46,0,0,0,0,51,12,49,0,0,0,52,48,0
12086018802,Miami-Dade County,1069,1037,240,797,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,487,77,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,554,142,42,0,0,0,0,110,112,114,16,3,101,76,265,0
12086018803,Miami-Dade County,1297,1236,794,442,61,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,286,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,55,0,0,0,0,0,14,30,130,0,4,57,43,131,33
12086018901,Miami-Dade County,1123,1072,886,186,51,0,0,0,46,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,41,37,0,45,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,41,0,37,0,45,16,27,0,15,41,22,20,0,45,0,16
12086018902,Miami-Dade County,1081,1081,1020,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,49,0,0,0,0,0,0,0,0,0,0,0,61,0
12086019000,Miami-Dade County,2111,2078,1635,443,33,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,234,78,14,49,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,129,187,21,63,0,31,21,54,21,0,134,48,11,0,123,31
12086019100,Miami-Dade County,2314,2265,1158,1107,49,49,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,24,34,0,218,732,46,0,15,0,20,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,12,24,20,793,117,0,0,103,20,0,0,128,279,107,0,38,85,433,37
12086019200,Miami-Dade County,1743,1694,1346,348,49,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,219,31,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,152,119,6,0,0,25,0,9,55,28,46,29,0,59,62,60
12086019301,Miami-Dade County,952,861,547,314,91,71,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,64,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,182,0,18,0,0,0,18,0,0,84,20,40,63,89,0
12086019302,Miami-Dade County,1789,1690,1048,642,99,75,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,243,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,151,147,0,0,14,0,59,64,23,88,45,58,169,122,14
12086019401,Miami-Dade County,891,891,677,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,110,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,110,40,0,0,0,0,64,0,0,37,59,54,0
12086019402,Miami-Dade County,1766,1724,963,761,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,231,287,48,68,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,108,315,127,84,0,13,0,6,22,14,135,96,8,123,303,54
12086019501,Miami-Dade County,1327,1284,1013,271,43,0,0,14,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,48,50,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,136,50,0,0,21,0,0,58,0,26,47,104,0,15,21
12086019502,Miami-Dade County,1323,1323,1093,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,125,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,34,0,5,0,0,0,0,29,0,126,0,41,34,0
12086019600,Miami-Dade County,1809,1781,1449,332,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,119,44,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,49,44,28,36,0,0,0,13,0,18,0,237,28
12086019700,Miami-Dade County,1079,1079,1009,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,34,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,34,0,20,4,0,0,5,0,0,0,0,12,49,4
12086019801,Miami-Dade County,1421,1421,1202,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,30,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,55,97,0,47,0,0,0,0,97,0,0,45,30,47
12086019802,Miami-Dade County,1658,1658,1611,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,47,0,0,0,0,0
12086019901,Miami-Dade County,1262,1213,931,282,49,0,0,0,0,49,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,206,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,206,0,0,25,0,16,0,0,0,0,51,38,152
12086019902,Miami-Dade County,2236,2141,1356,785,95,0,45,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,351,340,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,201,530,0,0,0,42,0,42,174,66,83,23,75,33,247,42
12086020001,Miami-Dade County,606,606,521,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,20,0,0,65,0,0,0,0,0,0,20
12086020002,Miami-Dade County,1432,1432,1131,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,181,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,51,130,0,107,0,0,65,0,21,53,107,0,0,13,42
12086020100,Miami-Dade County,1118,1118,952,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,81,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,58,49,11,0,0,0,0,22,0,38,0,0,50,56,0
12086020200,Miami-Dade County,1513,1467,618,849,46,27,19,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,0,210,259,285,58,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,18,0,95,168,433,106,10,0,0,11,28,0,122,59,74,114,63,49,329,11
12086020300,Miami-Dade County,1028,1020,848,172,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,96,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,96,36,29,0,0,4,0,0,37,8,0,7,0,4,104,12
12086490100,Miami-Dade County,503,494,205,289,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,12,17,121,19,66,0,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,12,17,100,21,64,21,5,0,0,28,0,0,0,81,43,45,14,22,56,28
12086980100,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980200,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980300,Miami-Dade County,12,4,0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0
12086980400,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980500,Miami-Dade County,188,164,0,164,24,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,28,40,52,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,68,32,44,15,0,0,0,0,0,37,26,15,0,30,39,17
12086980600,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12086980700,Miami-Dade County,210,210,0,210,0,0,0,0,0,0,0,0,71,0,0,0,0,6,0,23,0,0,0,0,0,0,32,0,16,26,0,19,0,0,0,0,17,17,0,54,0,0,0,0,0,0,6,0,23,0,0,0,0,27,42,5,0,19,0,0,0,17,0,0,0,17,27,0,46,0,103,17
12086980800,Miami-Dade County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
