COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
Lee County,"Cape Coral-Fort Myers, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",34.65,1802,1451,0.24,1410,0.94,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19.05,991,1451,0.44,2990,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA",Security Guards,14.76,767,1451,0.57,2160,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA","Substitute Teachers, Short-Term",15.41,801,1451,0.54,590,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA",Tellers,18.14,943,1451,0.46,330,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA",Veterinary Technologists and Technicians,18.77,976,1451,0.45,340,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Lee County,"Cape Coral-Fort Myers, FL MSA",Waiters and Waitresses,14.54,756,1451,0.58,8550,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",All Occupations,18.36,955,1302,0.41,206340,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Automotive Service Technicians and Mechanics,19.7,1024,1302,0.38,1470,0.59,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Bartenders,13.99,728,1302,0.54,1280,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Bus Drivers, Transit and Intercity",15.33,797,1302,0.49,260,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Carpenters,22.13,1151,1302,0.34,1400,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Cashiers,12.82,667,1302,0.59,6630,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Child, Family, and School Social Workers",22.65,1178,1302,0.33,460,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Childcare Workers,12.39,644,1302,0.61,630,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Construction Laborers,17.99,936,1302,0.42,1500,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Cooks, Restaurant",14.97,778,1302,0.5,3290,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Correctional Officers and Jailers,22.05,1147,1302,0.34,290,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Customer Service Representatives,16.69,868,1302,0.45,3940,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Dental Assistants,19.54,1016,1302,0.38,510,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Dishwashers,13.57,706,1302,0.55,1010,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Electricians,22.61,1176,1302,0.33,1040,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Elementary School Teachers, Except Special Education",24.29,1263,1302,0.31,2100,0.72,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",13.57,706,1302,0.55,130,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Fast Food and Counter Workers,11.67,607,1302,0.64,5420,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Firefighters,18.5,962,1302,0.41,590,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Food Preparation Workers,14.17,737,1302,0.53,2650,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",13.55,705,1302,0.55,500,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",22.27,1158,1302,0.34,740,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Heavy and Tractor-Trailer Truck Drivers,21.6,1123,1302,0.35,1580,0.64,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Home Health and Personal Care Aides,13.51,702,1302,0.56,1530,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Hotel, Motel, and Resort Desk Clerks",13.96,726,1302,0.54,560,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.89,722,1302,0.54,2930,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Landscaping and Groundskeeping Workers,15.27,794,1302,0.49,2690,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Laundry and Dry-Cleaning Workers,12.38,644,1302,0.61,290,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Licensed Practical and Licensed Vocational Nurses,24.84,1291,1302,0.3,880,0.74,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Light Truck Drivers,18.1,941,1302,0.42,1440,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Maids and Housekeeping Cleaners,13.59,707,1302,0.55,1380,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Medical Assistants,17.46,908,1302,0.43,1410,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Middle School Teachers, Except Special and Career/Technical Education",22.97,1194,1302,0.33,1230,0.69,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Nursing Assistants,15.27,794,1302,0.49,2650,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Office Clerks, General",17.65,918,1302,0.43,5770,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Painters, Construction and Maintenance",18.86,981,1302,0.4,460,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Paralegals and Legal Assistants,23.94,1245,1302,0.31,500,0.71,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Paramedics,23.92,1244,1302,0.31,160,0.71,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Pharmacy Technicians,17.59,915,1302,0.43,870,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Plumbers, Pipefitters, and Steamfitters",22.87,1189,1302,0.33,550,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Police and Sheriff's Patrol Officers,24.44,1271,1302,0.31,830,0.73,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Preschool Teachers, Except Special Education",14.3,744,1302,0.53,520,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Receptionists and Information Clerks,14.57,757,1302,0.52,1580,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Registered Nurses,33.72,1753,1302,0.22,5380,1.01,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Retail Salespersons,14.18,738,1302,0.53,7680,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Roofers,19.27,1002,1302,0.39,610,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",30.24,1572,1302,0.25,1220,0.9,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",18.25,949,1302,0.41,2100,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Security Guards,14.42,750,1302,0.52,950,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA","Substitute Teachers, Short-Term",13.86,721,1302,0.54,280,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Tellers,19.3,1004,1302,0.39,340,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Veterinary Technologists and Technicians,17.83,927,1302,0.42,200,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Volusia County,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Waiters and Waitresses,13.78,717,1302,0.55,5970,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",All Occupations,18.36,955,1401,0.44,206340,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Automotive Service Technicians and Mechanics,19.7,1024,1401,0.41,1470,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Bartenders,13.99,728,1401,0.58,1280,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL","Bus Drivers, Transit and Intercity",15.33,797,1401,0.53,260,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Carpenters,22.13,1151,1401,0.37,1400,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Cashiers,12.82,667,1401,0.63,6630,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL","Child, Family, and School Social Workers",22.65,1178,1401,0.36,460,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Childcare Workers,12.39,644,1401,0.65,630,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Flagler County,"Flagler County, FL",Construction Laborers,17.99,936,1401,0.45,1500,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
